precision,grid,vertices,core_p50_ms,core_p95_ms,query_p50_ms,query_p95_ms,total_p50_ms,total_p95_ms,max_penetration,max_stretch,max_p95_stretch,max_contacts,scratch_array_bytes
f32,32,1024,3.654938,3.821033,1.480468,1.5486049999999998,5.142745,5.369864000000001,0,0,0,1024,150040
f32,64,4096,15.452865999999998,17.655644000000002,6.443006,7.350155000000001,21.923226,25.08388,0,0,0,4096,603160
f32,128,16384,64.44376399999999,69.394332,27.489828,29.914672000000003,92.03449499999999,99.432749,0,0,0,16384,2418712
